image_id,corrupt_full_cc,corrupt_full_psnr,corrupt_full_rmse,corrupt_full_ssim,corrupt_hole_cc,corrupt_hole_psnr,corrupt_hole_rmse,corrupt_hole_ssim,height,mask_fraction,pix2pix_full_cc,pix2pix_full_psnr,pix2pix_full_rmse,pix2pix_full_ssim,pix2pix_hole_cc,pix2pix_hole_psnr,pix2pix_hole_rmse,pix2pix_hole_ssim,width
LC08_L1TP_011029_20210330_y2816_x4352,0.4502097473020365,19.60781301879788,0.10461870580911636,0.5558893698280489,nan,15.518112465808333,0.16753068566322327,0.03435234814648529,512,0.3899688720703125,0.8622424496604684,28.905537684698498,0.03586931526660919,0.8376959134297735,0.6315010631406522,24.911068955999703,0.05681284889578819,0.6227037404772506,512
LC08_L1TP_011029_20210330_y3072_x1280,0.511693126136022,11.93500487378783,0.2530753016471863,0.5338354295117325,nan,7.845304733309771,0.40526098012924194,0.014436672027599682,512,0.3899688720703125,0.7997636164576746,18.036734298752002,0.12536124885082245,0.7199394114356965,0.5382333077938257,14.066309174090051,0.19800885021686554,0.37856551103002495,512
LC08_L1TP_011029_20210330_y3328_x2560,0.47191818569461547,16.525473525346335,0.1491854190826416,0.5415047403156142,nan,12.435772923618302,0.2388973832130432,0.02112007768809168,512,0.3899688720703125,0.868203865208,25.78027069342788,0.05140276625752449,0.7978128760270714,0.6320166502295405,21.751916792667497,0.08173426985740662,0.5264569667254465,512
LC08_L1TP_011029_20210330_y4352_x4608,0.5676031139905187,18.257091572800004,0.12222086638212204,0.5709466460679351,nan,14.16739111491086,0.19571785628795624,0.05234851935457333,512,0.3899688720703125,0.8673467061474025,25.01485604668087,0.05613803118467331,0.7855520274028782,0.649520324544834,21.100893531682587,0.08809582889080048,0.5533470097948446,512
LC08_L1TP_011029_20210330_y5632_x3584,0.7015831750701073,20.71280612512728,0.09212122857570648,0.5874632212709433,nan,16.623104709033264,0.14751791954040527,0.07173337582996044,512,0.3899688720703125,0.9022920566987489,26.907786676601084,0.04514510557055473,0.8226456009833005,0.6616930251237612,23.129268421630226,0.06974877417087555,0.6273787708945399,512
