image_id,channels,corrupt_full_cc,corrupt_full_psnr,corrupt_full_rmse,corrupt_full_ssim,corrupt_hole_cc,corrupt_hole_psnr,corrupt_hole_rmse,corrupt_hole_ssim,height,mask_fraction,pix2pix_full_cc,pix2pix_full_psnr,pix2pix_full_rmse,pix2pix_full_ssim,pix2pix_hole_cc,pix2pix_hole_psnr,pix2pix_hole_rmse,pix2pix_hole_ssim,width
LC08_L1TP_011029_20210330_y2816_x4352,3,0.5386476995242051,18.984685338912197,0.1123998686671257,0.5673576083205375,nan,14.894984118815612,0.1799909919500351,0.051932431531978095,512,0.3899688720703125,0.9064633010102918,27.930305993056514,0.04013143852353096,0.7844377923034948,0.7650333007312065,24.054415470887456,0.06270168721675873,0.5698458489916024,512
LC08_L1TP_011029_20210330_y3072_x1280,3,0.5295043809721185,11.785275731889042,0.2574756443500519,0.5348866435738043,nan,7.695576777537777,0.4123074412345886,0.015268022528094283,512,0.3899688720703125,0.8711584904365232,19.26503960381372,0.10882984846830368,0.7273121543104151,0.7110031121775029,15.345767531932935,0.1708880066871643,0.38456377730956803,512
LC08_L1TP_011029_20210330_y3328_x2560,3,0.5236314571628224,16.12780386844246,0.1561744213104248,0.5454884200100695,nan,12.038102294173495,0.250089168548584,0.0255972617660849,512,0.3899688720703125,0.8925947137283105,24.979204902814033,0.05636892467737198,0.7905874977102635,0.7115860985503137,20.92875164508774,0.08985918015241623,0.5143426500754712,512
LC08_L1TP_011029_20210330_y4352_x4608,3,0.6003043409359625,17.796392778511862,0.12887850403785706,0.5797616168064881,nan,13.70669228947111,0.20637895166873932,0.06824015906071125,512,0.3899688720703125,0.8828458741027254,24.224074689548786,0.061488837003707886,0.7140122259885979,0.7038613685066484,20.310990982052246,0.09648293256759644,0.4951636152375044,512
LC08_L1TP_011029_20210330_y5632_x3584,3,0.7132850726546781,20.256836727081676,0.0970863550901413,0.5932889673421818,nan,16.167135883073932,0.15546877682209015,0.0830500118936032,512,0.3899688720703125,0.899215909110796,25.934891919090937,0.05049581453204155,0.7295706457769727,0.6645063513680494,22.104502751253612,0.07848287373781204,0.5501353380166769,512
